,ID,Degree,betweenness_centrality,clust_coefficient,closeness_centrality,eigenvector_centrality
9347,"['ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'IRF1']",3,0.0,0,0.00030665440049064706,0.004802347012992633
1537,"['STAT3', 'MYCN', 'ASCL1', 'INSM1', 'NKX6-1', 'NEUROG3', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'HIC1']",3,0.0,0,0.00030665440049064706,0.01768805713943464
9349,"['ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'TBX20']",3,0.0,0,0.00030665440049064706,0.009571329582365654
1926,"['STAT3', 'HIF1A', 'SOX9', 'NEUROG3', 'FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'SOX2', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'TP53', 'ZNF385A']",3,0.0,0,0.00030665440049064706,0.017688057139842173
1538,"['STAT3', 'MYCN', 'ASCL1', 'INSM1', 'NKX6-1', 'NEUROG3', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'FOXF1']",3,0.0,0,0.00030665440049064706,-0.015229969730441491
9354,"['ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'STAT5A', 'PAX5', 'BACH2']",3,0.0,0,0.00030665440049064706,0.020253090113877027
1921,"['STAT3', 'HIF1A', 'SOX9', 'NEUROG3', 'FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'SOX2', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'TFEB']",3,0.0,0,0.00030665440049064706,0.011181349056247323
1919,"['STAT3', 'HIF1A', 'SOX9', 'NEUROG3', 'FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'SOX2', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'IRF1']",3,0.0,0,0.00030665440049064706,-0.006762064455475319
9359,"['ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'RELA', 'TWIST2']",3,0.0,0,0.00030665440049064706,-0.006762064455899142
1914,"['STAT3', 'HIF1A', 'SOX9', 'NEUROG3', 'NEUROD1', 'INSM1', 'NKX6-1']",3,0.0,0,0.00030665440049064706,-0.008048290591472723
9419,"['ASH1L', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'STAT5A', 'DPF3']",3,0.0,0,0.00030665440049064706,0.007340478152630165
1871,"['STAT3', 'IKZF3', 'IRF4', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'NEUROD1', 'INSM1', 'NKX6-1', 'NEUROG3', 'NKX2-2']",3,0.0,0,0.00030665440049064706,0.011743614445400839
9422,"['ASH1L', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'TBX5']",3,0.0,0,0.00030665440049064706,0.0003992107227776443
9425,"['ASH1L', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'RELA', 'REL', 'NFATC2', 'EGR3']",3,0.0,0,0.00030665440049064706,0.011086319706652935
1828,"['STAT3', 'IRF4', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'NEUROD1', 'INSM1', 'NKX6-1', 'NEUROG3', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'IRF8', 'BCL6', 'MLXIPL', 'KLF10']",3,0.0,0,0.00030665440049064706,-0.006762064455630279
1821,"['STAT3', 'IRF4', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'NEUROD1', 'INSM1', 'NKX6-1', 'NEUROG3', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'SP110']",3,0.0,0,0.00030665440049064706,0.002037054600358305
1819,"['STAT3', 'IRF4', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'NEUROD1', 'INSM1', 'NKX6-1', 'NEUROG3', 'NKX2-2']",3,0.0,0,0.00030665440049064706,-0.022875987643112907
1810,"['STAT3', 'IRF4', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'ZNF385A']",3,0.0,0,0.00030665440049064706,0.0019284390112058831
9501,"['AR', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'FOS', 'PPARG', 'TP53', 'PLAGL1']",3,0.0,0,0.00030665440049064706,-0.0015957454801860326
9503,"['AR', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'FOS', 'PPARG', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'DNMT1', 'FOXP3', 'IRF8', 'GATA2', 'SPI1', 'KLF4', 'ONECUT1', 'ONECUT3']",3,0.0,0,0.00030665440049064706,0.009571329583235531
9508,"['AR', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'FOS', 'PPARG', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'DNMT1', 'FOXP3', 'IRF8', 'GATA2', 'SPI1', 'GATA1', 'TAL2']",3,0.0,0,0.00030665440049064706,0.024629324573293688
9510,"['AR', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'FOS', 'PPARG', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'DNMT1', 'FOXP3', 'IRF8', 'EBF1', 'ZNF423']",3,0.0,0,0.00030665440049064706,0.016816123589886975
72,"['ZNF423', 'PPARG', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'STAT3', 'CEBPD']",3,0.0,0,0.00030665440049064706,0.016114500449775086
1802,"['STAT3', 'JUNB', 'JUN', 'NANOG', 'POU5F1', 'MYCN', 'MXI1']",3,0.0,0,0.00030665440049064706,0.024629324573766643
9518,"['AR', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'FOS', 'PPARG', 'TP53', 'HMGA1']",3,0.0,0,0.00030665440049064706,0.008301299467913742
9527,"['AR', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'JUNB']",3,0.0,0,0.00030665440049064706,-0.006762064457053179
1555,"['STAT3', 'MYC', 'SNAI1', 'NANOG', 'ZFP57']",3,0.0,0,0.00030665440049064706,0.0012547818620677147
1791,"['STAT3', 'JUNB', 'JUN', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'NEUROG3', 'NEUROD1', 'NKX2-2', 'FOXA2', 'HES6']",3,0.0,0,0.00030665440049064706,-0.006762064455724524
9540,"['AR', 'NKX3-1', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'MYOD1', 'SOX6']",3,0.0,0,0.00030665440049064706,0.008301299467184498
79,"['ZHX1', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'FOS', 'PRDM1', 'MSX1', 'PAX3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'SREBF1', 'AR', 'TWIST1', 'FOXM1', 'STAT3', 'HLX']",3,0.0,0,0.00030665440049064706,0.017796672730617923
9472,"['ASH1L', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'JUNB']",3,0.0,0,0.00030665440049064706,-0.01047838336574144
9471,"['ASH1L', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'MYCN', 'MLXIP']",3,0.0,0,0.00030665440049064706,-0.003971675281409433
1856,"['STAT3', 'IKZF3']",3,0.0,0,0.00030665440049064706,0.0021267154110632706
1869,"['STAT3', 'IKZF3', 'IRF4', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'NEUROD1', 'INSM1', 'NKX6-2']",3,0.0,0,0.00030665440049064706,0.011225733044160075
1868,"['STAT3', 'IKZF3', 'IRF4', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'NEUROD1', 'TBR1']",3,0.0,0,0.00030665440049064706,0.010443263134625777
1861,"['STAT3', 'IKZF3', 'IRF4', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'TET2']",3,0.0,0,0.00030665440049064706,-0.006762064456696212
97,"['ZBTB16', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'RORC']",3,0.0,0,0.00030665440049064706,0.024629324573692234
1857,"['STAT3', 'IKZF3', 'IRF4']",3,0.0,0,0.00030665440049064706,0.009571329584164113
9440,"['ASH1L', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'RBPJ', 'HES1']",3,0.0,0,0.00030665440049064706,0.0038415257014311204
9447,"['ASH1L', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HMGA2', 'PLAG1']",3,0.0,0,0.00030665440049064706,0.008914034845655925
81,"['ZEB1', 'AR', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'FOS', 'PRDM1', 'XBP1', 'SP7', 'SATB2', 'RUNX2', 'SNAI2', 'STAT1', 'IRF8', 'GATA2', 'SPI1', 'KLF4', 'TWIST1', 'FOXM1', 'STAT3', 'RORC']",3,0.0,0,0.00030665440049064706,-0.00676206445585331
92,"['ZBTB16', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'RAG1']",3,0.0,0,0.00030665440049064706,-0.008888202604804614
9450,"['ASH1L', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HIC1']",3,0.0,0,0.00030665440049064706,0.0060401268419053465
89,"['ZBTB16', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'AR', 'ZEB1', 'SIX2']",3,0.0,0,0.00030665440049064706,0.0039250650085158965
1838,"['STAT3', 'IRF4', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'IRF9', 'IRF2']",3,0.0,0,0.00030665440049064706,0.0020370546009100647
1835,"['STAT3', 'IRF4', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'IRF9', 'IRF7', 'ALX1']",3,0.0,0,0.00030665440049064706,-0.00676206445699023
83,"['ZEB1', 'AR', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'FOS', 'PRDM1', 'XBP1', 'SP7', 'SATB2', 'RUNX2', 'SNAI2', 'STAT1', 'IRF8', 'GATA2', 'SPI1', 'KLF4', 'TWIST1', 'FOXM1', 'STAT3', 'IKZF3']",3,0.0,0,0.00030665440049064706,-0.012391470056242162
204,"['WT1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'SP110']",3,0.0,0,0.00030665440049064706,0.016816123590433905
8906,"['E2F1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'RBPJ', 'HES1']",3,0.0,0,0.00030665440049064706,0.004802347013194115
413,"['TCF7L2', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'MYCN', 'MXI1']",3,0.0,0,0.00030665440049064706,0.0010565054600406988
2863,"['SOX2', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'JUNB']",3,0.0,0,0.00030665440049064706,0.01374024044268744
2854,"['SOX2', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HIC1']",3,0.0,0,0.00030665440049064706,0.008301299468132864
2848,"['SOX2', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'GATA6', 'NKX2-1']",3,0.0,0,0.00030665440049064706,-0.006762064455470833
8256,"['FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'NR2F2']",3,0.0,0,0.00030665440049064706,0.005540432937018592
351,"['TET1', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'FOS', 'PRDM1', 'MSX1', 'PAX3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'SREBF1', 'AR', 'TWIST1', 'FOXM1', 'STAT3', 'POU2F1']",3,0.0,0,0.00030665440049064706,-0.009517562053049624
2845,"['SOX2', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'ZNF423']",3,0.0,0,0.00030665440049064706,-0.006762064455971101
8263,"['FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'TP53', 'STAT5A', 'FOS', 'PRDM1', 'XBP1', 'SP7', 'VDR']",3,0.0,0,0.00030665440049064706,-0.006762064455433726
8266,"['FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'TP53', 'STAT5A', 'FOS', 'PRDM1', 'MSX1', 'PAX3', 'MYF5']",3,0.0,0,0.00030665440049064706,-0.0002438458528190878
8268,"['FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'TP53', 'STAT5A', 'DPF3']",3,0.0,0,0.00030665440049064706,-0.010057371575701699
8269,"['FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'TP53', 'SPDEF']",3,0.0,0,0.00030665440049064706,-0.006762064456019838
8278,"['FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'TP53', 'IRF9', 'IRF5']",3,0.0,0,0.00030665440049064706,0.010443263134755026
2833,"['SOX2', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'GATA2', 'SPI1', 'KLF4', 'ONECUT1', 'NEUROG3', 'NEUROD1', 'INSM1', 'NKX6-2']",3,0.0,0,0.00030665440049064706,0.008105465910364387
8290,"['FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'TBX20']",3,0.0,0,0.00030665440049064706,0.004802347014384259
8294,"['FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'MYCN', 'MXI1']",3,0.0,0,0.00030665440049064706,0.009173233016699506
8296,"['FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'JUNB']",3,0.0,0,0.00030665440049064706,0.01506847591642317
8298,"['FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'HLX']",3,0.0,0,0.00030665440049064706,0.0028283385518373958
8248,"['FOXM1', 'SOX2', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HMGA1', 'STAT3', 'HIF1A', 'ETS1']",3,0.0,0,0.00030665440049064706,-0.009319285651946141
8241,"['FOXM1', 'SOX2', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HMGA1', 'STAT3', 'MYCN', 'MYBL2']",3,0.0,0,0.00030665440049064706,-0.005884761971534468
8189,"['FOXM1', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'TBX21', 'ZEB2']",3,0.0,0,0.00030665440049064706,0.011181349056513964
2864,"['SOX2', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'IKZF3']",3,0.0,0,0.00030665440049064706,0.014814149137413704
367,"['TCF7L2', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'RELA', 'REL', 'NFATC2', 'EGR3']",3,0.0,0,0.00030665440049064706,0.010443263133036453
2906,"['SOX2', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HMGA2', 'PLAG1']",3,0.0,0,0.00030665440049064706,0.0026300621516267553
8200,"['FOXM1', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'GATA2', 'SPI1', 'KLF4', 'ONECUT1', 'HNF1B', 'HNF4A', 'HNF1A', 'MYC', 'ZNF281']",3,0.0,0,0.00030665440049064706,0.008301299467845207
2899,"['SOX2', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'RBPJ', 'HES1']",3,0.0,0,0.00030665440049064706,0.010641539535040628
8204,"['FOXM1', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'GATA2', 'SPI1', 'KLF4', 'ONECUT1', 'HNF1B', 'HNF4A', 'HNF1A', 'MYC', 'NFE2L2', 'ATF3']",3,0.0,0,0.00030665440049064706,-0.002762051993651267
2896,"['SOX2', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'RBPJ', 'HEY2']",3,0.0,0,0.00030665440049064706,0.01174361444622979
2895,"['SOX2', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'RBPJ', 'HEYL']",3,0.0,0,0.00030665440049064706,0.01174361444559209
8210,"['FOXM1', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'GATA2', 'SPI1', 'GATA1', 'IRF3', 'PLSCR1']",3,0.0,0,0.00030665440049064706,0.0019284390100617653
2893,"['SOX2', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'GLI2', 'GLI1']",3,0.0,0,0.00030665440049064706,0.004668499387625866
2882,"['SOX2', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'STAT5A', 'DPF3']",3,0.0,0,0.00030665440049064706,0.016816123589221733
2880,"['SOX2', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'ZNF385A']",3,0.0,0,0.00030665440049064706,-0.0067620644566094
2878,"['SOX2', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'TCF7']",3,0.0,0,0.00030665440049064706,0.02462932457314748
2876,"['SOX2', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'ETS1']",3,0.0,0,0.00030665440049064706,-0.010006845998687454
2875,"['SOX2', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'IRF1']",3,0.0,0,0.00030665440049064706,-0.006762064456910503
8236,"['FOXM1', 'STAT3', 'HIF1A']",3,0.0,0,0.00030665440049064706,-0.004416455454481823
2818,"['SOX2', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'SNAI1', 'ZEB1', 'AR', 'TFEB']",3,0.0,0,0.00030665440049064706,0.016816123590563913
